REGISTRATION,CONTACT_MONTHS_AGO
"CHRIS.DENNER@EMAIL3.COM",4
"CHRIS.DENNER@EMAIL3.COM",3
"CHRIS.DENNER@EMAIL3.COM",1
"CHRIS.HOUSE",6
"CHRIS.HOUSE@EMAIL1.COM",1
"CHRIS.HOUSE@EMAIL2.COM",7
"CHRIS.JACKSON",5
"CHRIS.JACKSON@EMAIL1.COM",5
"CHRIS.JACKSON@EMAIL2.COM",11
"CHRIS.JACKSON@EMAIL2.COM",10
"CHRIS.JACKSON@EMAIL2.COM",6
"CHRIS.JACKSON@EMAIL2.COM",6
"CHRIS.JACKSON@EMAIL2.COM",5
"CHRIS.JACKSON@EMAIL3.COM",12
"CHRIS.JACKSON@EMAIL3.COM",9
"CHRIS.JACKSON@EMAIL3.COM",8
"CHRIS.JACKSON@EMAIL3.COM",8
"CHRIS.JACKSON@EMAIL3.COM",8
"CHRIS.JACKSON@EMAIL3.COM",7
"CHRIS.JACKSON@EMAIL3.COM",4
"CHRIS.JACKSON@EMAIL3.COM",4
"CHRIS.MILLER@EMAIL1.COM",12
"CHRIS.MILLER@EMAIL1.COM",10
"CHRIS.MILLER@EMAIL1.COM",9
"CHRIS.MILLER@EMAIL1.COM",2
"CHRIS.MILLER@EMAIL1.COM",1
"CHRIS.MONK",12
"CHRIS.MONK",6
"CHRIS.MONK",4
"CHRIS.MONK",4
"CHRIS.MONK",2
"CHRIS.MONK@EMAIL1.COM",12
"CHRIS.MONK@EMAIL1.COM",8
"CHRIS.MONK@EMAIL1.COM",7
"CHRIS.MONK@EMAIL1.COM",5
"CHRIS.MONK@EMAIL1.COM",2
"CHRIS.MONK@EMAIL1.COM",2
"CHRIS.MONK@EMAIL1.COM",2
"CHRIS.MONK@EMAIL1.COM",1
"CHRIS.MONK@EMAIL2.COM",12
"CHRIS.MOSS",12
"CHRIS.MOSS@EMAIL1.COM",5
"CHRIS.PITT",4
"CHRIS.PITT@EMAIL1.COM",8
"CHRIS.PITT@EMAIL1.COM",7
"CHRIS.PITT@EMAIL1.COM",4
"CHRIS.PITT@EMAIL1.COM",3
"CHRIS.PITT@EMAIL1.COM",2
"CHRIS.PITT@EMAIL2.COM",6
"CHRIS.POLO@EMAIL3.COM",12
"CHRIS.POLO@EMAIL3.COM",11
"CHRIS.POLO@EMAIL3.COM",10
"CHRIS.POLO@EMAIL3.COM",9
"CHRIS.POLO@EMAIL3.COM",9
"CHRIS.POLO@EMAIL3.COM",9
"CHRIS.POLO@EMAIL3.COM",8
"CHRIS.POLO@EMAIL3.COM",8
"CHRIS.READY",1
"CHRIS.READY@EMAIL1.COM",10
"CHRIS.READY@EMAIL2.COM",11
"CHRIS.READY@EMAIL2.COM",9
"CHRIS.READY@EMAIL2.COM",9
"CHRIS.READY@EMAIL2.COM",7
"CHRIS.READY@EMAIL2.COM",4
"CHRIS.READY@EMAIL3.COM",8
"CHRIS.READY@EMAIL3.COM",6
"CHRIS.READY@EMAIL3.COM",5
"CHRIS.READY@EMAIL3.COM",4
"CHRIS.READY@EMAIL3.COM",3
"CHRIS.READY@EMAIL3.COM",2
"CHRIS.READY@EMAIL3.COM",2
"CHRIS.READY@EMAIL3.COM",2
"CHRIS.TOWB",7
"CHRIS.TOWB@EMAIL1.COM",12
"CHRIS.TOWB@EMAIL1.COM",9
"CHRIS.TOWB@EMAIL1.COM",7
"CHRIS.TOWB@EMAIL1.COM",5
"CHRIS.TOWB@EMAIL1.COM",3
"CHRIS.TOWB@EMAIL1.COM",3
"CHRIS.TOWB@EMAIL1.COM",3
"CHRIS.TOWB@EMAIL1.COM",2
"CHRIS.TOWB@EMAIL2.COM",7
"CHRIS.TOWB@EMAIL3.COM",10
"CHRIS.TOWB@EMAIL3.COM",8
"CHRIS.TOWB@EMAIL3.COM",6
"CHRIS.TOWB@EMAIL3.COM",5
"CHRIS.TOWB@EMAIL3.COM",4
"CHRIS.WEBB",11
"CHRIS.WEBB@EMAIL1.COM",2
"CHRISBAUER@EMAIL1.COM",10
"CHRISBAUER@EMAIL1.COM",7
"CHRISBAUER@EMAIL1.COM",6
"CHRISBAUER@EMAIL1.COM",4
"CHRISBAUER@EMAIL1.COM",3
"CHRISBIRD@EMAIL1.COM",8
"CHRISBIRD@EMAIL1.COM",8
"CHRISBIRD@EMAIL1.COM",6
"CHRISBIRD@EMAIL1.COM",6
"CHRISBIRD@EMAIL1.COM",5
"CHRISBIRD@EMAIL1.COM",2
"CHRISBIRD@EMAIL1.COM",2
"CHRISBIRD@EMAIL1.COM",1
"CHRISBODZ@EMAIL1.COM",7
"CHRISBODZ@EMAIL1.COM",4
"CHRISBODZ@EMAIL1.COM",4
"CHRISBODZ@EMAIL1.COM",3
"CHRISBODZ@EMAIL1.COM",1
"CHRISBRINK@EMAIL1.COM",9
"CHRISCORTEZ@EMAIL1.COM",8
"CHRISHOUSE@EMAIL1.COM",10
"CHRISHOUSE@EMAIL1.COM",10
"CHRISHOUSE@EMAIL1.COM",10
"CHRISHOUSE@EMAIL1.COM",5
"CHRISHOUSE@EMAIL1.COM",3
"CHRISJACKSON@EMAIL1.COM",12
"CHRISJACKSON@EMAIL1.COM",9
"CHRISJACKSON@EMAIL1.COM",8
"CHRISJACKSON@EMAIL1.COM",7
"CHRISJACKSON@EMAIL1.COM",1
"CHRISMONK@EMAIL1.COM",12
"CHRISMONK@EMAIL1.COM",9
"CHRISMONK@EMAIL1.COM",9
"CHRISMONK@EMAIL1.COM",2
"CHRISMONK@EMAIL1.COM",2
"CHRISMOSS@EMAIL1.COM",11
"CHRISMOSS@EMAIL1.COM",9
"CHRISMOSS@EMAIL1.COM",8
"CHRISMOSS@EMAIL1.COM",8
"CHRISMOSS@EMAIL1.COM",7
"CHRISPITT@EMAIL1.COM",12
"CHRISREADY@EMAIL1.COM",9
"CHRISREADY@EMAIL1.COM",7
"CHRISREADY@EMAIL1.COM",7
"CHRISREADY@EMAIL1.COM",5
"CHRISREADY@EMAIL1.COM",3
"CHRISTOWB@EMAIL1.COM",11
"CHRISTOWB@EMAIL1.COM",11
"CHRISTOWB@EMAIL1.COM",11
"CHRISTOWB@EMAIL1.COM",11
"CHRISTOWB@EMAIL1.COM",11
"CHRISWEBB@EMAIL1.COM",10
"CHRISWEBB@EMAIL1.COM",8
"CHRISWEBB@EMAIL1.COM",8
"CHRISWEBB@EMAIL1.COM",8
"CHRISWEBB@EMAIL1.COM",6
"CHRISWEBB@EMAIL1.COM",6
"CHRISWEBB@EMAIL1.COM",3
"CHRISWEBB@EMAIL1.COM",3
"CRAIG.ANDERSON",12
"CRAIG.ANDERSON",11
"CRAIG.ANDERSON",10
"CRAIG.ANDERSON",9
"CRAIG.ANDERSON",7
"CRAIG.ANDERSON",6
"CRAIG.ANDERSON",3
"CRAIG.ANDERSON",2
"CRAIG.BAUER",8
"CRAIG.BAUER",7
"CRAIG.BAUER",4
"CRAIG.BAUER",4
"CRAIG.BAUER",4
"CRAIG.BAUER@EMAIL1.COM",11
"CRAIG.BAUER@EMAIL1.COM",10
"CRAIG.BAUER@EMAIL1.COM",8
"CRAIG.BAUER@EMAIL1.COM",3
"CRAIG.BAUER@EMAIL1.COM",1
"CRAIG.BAUER@EMAIL3.COM",3
"CRAIG.BIRD",12
"CRAIG.BIRD",8
"CRAIG.BIRD",8
"CRAIG.BIRD",7
"CRAIG.BIRD",5
"CRAIG.BIRD",3
"CRAIG.BIRD",3
"CRAIG.BIRD",1
"CRAIG.BIRD@EMAIL1.COM",10
"CRAIG.BIRD@EMAIL2.COM",11
"CRAIG.BIRD@EMAIL2.COM",11
"CRAIG.BIRD@EMAIL2.COM",11
"CRAIG.BIRD@EMAIL2.COM",6
"CRAIG.BIRD@EMAIL2.COM",5
"CRAIG.BODZ",12
"CRAIG.BODZ",12
"CRAIG.BODZ",11
"CRAIG.BODZ",11
"CRAIG.BODZ",5
"CRAIG.BODZ",3
"CRAIG.BODZ",1
"CRAIG.BODZ",1
"CRAIG.BODZ@EMAIL1.COM",12
"CRAIG.BODZ@EMAIL1.COM",10
"CRAIG.BODZ@EMAIL1.COM",9
"CRAIG.BODZ@EMAIL1.COM",8
"CRAIG.BODZ@EMAIL1.COM",5
"CRAIG.BODZ@EMAIL1.COM",5
"CRAIG.BODZ@EMAIL1.COM",3
"CRAIG.BODZ@EMAIL1.COM",1
"CRAIG.BODZ@EMAIL2.COM",9
"CRAIG.BODZ@EMAIL2.COM",8
"CRAIG.BODZ@EMAIL2.COM",5
"CRAIG.BODZ@EMAIL2.COM",4
"CRAIG.BODZ@EMAIL2.COM",2
"CRAIG.BODZ@EMAIL3.COM",10
"CRAIG.BODZ@EMAIL3.COM",7
"CRAIG.BODZ@EMAIL3.COM",6
"CRAIG.BODZ@EMAIL3.COM",6
"CRAIG.BODZ@EMAIL3.COM",6
"CRAIG.BODZ@EMAIL3.COM",4
"CRAIG.BODZ@EMAIL3.COM",3
"CRAIG.BODZ@EMAIL3.COM",3
"CRAIG.BRINK",10
"CRAIG.BRINK",7
"CRAIG.BRINK",6
"CRAIG.BRINK",3
"CRAIG.BRINK",3
"CRAIG.BRINK@EMAIL1.COM",2
"CRAIG.BRINK@EMAIL2.COM",3
"CRAIG.CORTEZ",6
"CRAIG.CORTEZ@EMAIL1.COM",7
"CRAIG.CORTEZ@EMAIL1.COM",6
"CRAIG.CORTEZ@EMAIL1.COM",2
"CRAIG.CORTEZ@EMAIL1.COM",2
"CRAIG.CORTEZ@EMAIL1.COM",1
"CRAIG.CORTEZ@EMAIL2.COM",12
"CRAIG.CORTEZ@EMAIL2.COM",9
"CRAIG.CORTEZ@EMAIL2.COM",7
"CRAIG.CORTEZ@EMAIL2.COM",6
"CRAIG.CORTEZ@EMAIL2.COM",5
"CRAIG.CORTEZ@EMAIL2.COM",4
"CRAIG.CORTEZ@EMAIL2.COM",2
"CRAIG.CORTEZ@EMAIL2.COM",1
"CRAIG.DENNER@EMAIL3.COM",5
"CRAIG.HILLORY@EMAIL1.COM",11
"CRAIG.HILLORY@EMAIL1.COM",9
"CRAIG.HILLORY@EMAIL1.COM",5
"CRAIG.HILLORY@EMAIL1.COM",5
"CRAIG.HILLORY@EMAIL1.COM",4
"CRAIG.HILLORY@EMAIL1.COM",3
"CRAIG.HILLORY@EMAIL1.COM",3
"CRAIG.HILLORY@EMAIL1.COM",1
"CRAIG.HOFFMAN@EMAIL1.COM",3
"CRAIG.HOUSE",12
"CRAIG.HOUSE",11
"CRAIG.HOUSE",8
"CRAIG.HOUSE",8
"CRAIG.HOUSE",6
"CRAIG.HOUSE@EMAIL1.COM",12
"CRAIG.HOUSE@EMAIL1.COM",8
"CRAIG.HOUSE@EMAIL1.COM",4
"CRAIG.HOUSE@EMAIL1.COM",2
"CRAIG.HOUSE@EMAIL1.COM",2
"CRAIG.HOUSE@EMAIL2.COM",5
"CRAIG.JACKSON",6
"CRAIG.JACKSON",6
"CRAIG.JACKSON",2
"CRAIG.JACKSON",1
"CRAIG.JACKSON",1
"CRAIG.JACKSON@EMAIL2.COM",10
"CRAIG.JACKSON@EMAIL3.COM",12
"CRAIG.KLOVES@EMAIL1.COM",9
"CRAIG.KLOVES@EMAIL1.COM",8
"CRAIG.KLOVES@EMAIL1.COM",8
"CRAIG.KLOVES@EMAIL1.COM",7
"CRAIG.KLOVES@EMAIL1.COM",3
"CRAIG.KLOVES@EMAIL3.COM",12
"CRAIG.KODJO",11
"CRAIG.KODJO",9
"CRAIG.KODJO",5
"CRAIG.KODJO",5
"CRAIG.KODJO",4
"CRAIG.KODJO",3
"CRAIG.KODJO",1
"CRAIG.KODJO",1
"CRAIG.MONK",11
"CRAIG.MONK",9
"CRAIG.MONK",6
"CRAIG.MONK",4
"CRAIG.MONK",2
"CRAIG.MONK@EMAIL1.COM",12
"CRAIG.MONK@EMAIL1.COM",8
"CRAIG.MONK@EMAIL1.COM",7
"CRAIG.MONK@EMAIL1.COM",5
"CRAIG.MONK@EMAIL1.COM",2
"CRAIG.MONK@EMAIL1.COM",2
"CRAIG.MONK@EMAIL1.COM",1
"CRAIG.MONK@EMAIL1.COM",1
"CRAIG.MONK@EMAIL2.COM",11
"CRAIG.MONK@EMAIL2.COM",10
"CRAIG.MONK@EMAIL2.COM",10
"CRAIG.MONK@EMAIL2.COM",9
"CRAIG.MONK@EMAIL2.COM",9
"CRAIG.MONK@EMAIL2.COM",8
"CRAIG.MONK@EMAIL2.COM",8
"CRAIG.MONK@EMAIL2.COM",7
"CRAIG.MONK@EMAIL3.COM",12
"CRAIG.MONK@EMAIL3.COM",12
"CRAIG.MONK@EMAIL3.COM",11
"CRAIG.MONK@EMAIL3.COM",9
"CRAIG.MONK@EMAIL3.COM",7
"CRAIG.MONK@EMAIL3.COM",6
"CRAIG.MONK@EMAIL3.COM",5
"CRAIG.MONK@EMAIL3.COM",5
"CRAIG.MOSS",11
"CRAIG.MOSS",6
"CRAIG.MOSS",3
"CRAIG.MOSS",2
"CRAIG.MOSS",2
"CRAIG.MOSS@EMAIL1.COM",2
"CRAIG.MOSS@EMAIL3.COM",3
"CRAIG.PITT",3
"CRAIG.PITT@EMAIL1.COM",6
"CRAIG.PITT@EMAIL2.COM",12
"CRAIG.PITT@EMAIL3.COM",2
"CRAIG.READY",11
"CRAIG.READY",11
"CRAIG.READY",8
"CRAIG.READY",7
"CRAIG.READY",6
"CRAIG.READY",6
"CRAIG.READY",6
"CRAIG.READY",5
"CRAIG.TOWB",7
"CRAIG.TOWB@EMAIL1.COM",12
"CRAIG.TOWB@EMAIL2.COM",12
"CRAIG.TOWB@EMAIL2.COM",11
"CRAIG.TOWB@EMAIL2.COM",8
"CRAIG.TOWB@EMAIL2.COM",7
"CRAIG.TOWB@EMAIL2.COM",5
"CRAIG.TOWB@EMAIL2.COM",4
"CRAIG.TOWB@EMAIL2.COM",2
"CRAIG.TOWB@EMAIL2.COM",2
"CRAIG.TOWB@EMAIL3.COM",10
"CRAIG.TOWB@EMAIL3.COM",9
"CRAIG.TOWB@EMAIL3.COM",7
"CRAIG.TOWB@EMAIL3.COM",4
"CRAIG.TOWB@EMAIL3.COM",2
"CRAIG.TOWB@EMAIL3.COM",2
"CRAIG.TOWB@EMAIL3.COM",1
"CRAIG.TOWB@EMAIL3.COM",1
"CRAIG.WEBB",11
"CRAIG.WEBB",10
"CRAIG.WEBB",9
"CRAIG.WEBB",7
"CRAIG.WEBB",7
"CRAIG.WEBB",7
"CRAIG.WEBB",4
"CRAIG.WEBB",3
"CRAIG.WEBB@EMAIL1.COM",12
"CRAIG.WEBB@EMAIL1.COM",10
"CRAIG.WEBB@EMAIL1.COM",8
"CRAIG.WEBB@EMAIL1.COM",7
"CRAIG.WEBB@EMAIL1.COM",5
"CRAIG.WILSON@EMAIL3.COM",9
"CRAIGBAUER@EMAIL1.COM",11
"CRAIGBAUER@EMAIL1.COM",9
"CRAIGBAUER@EMAIL1.COM",7
"CRAIGBAUER@EMAIL1.COM",6
"CRAIGBAUER@EMAIL1.COM",4
"CRAIGBODZ@EMAIL1.COM",11
"CRAIGBODZ@EMAIL1.COM",10
"CRAIGBODZ@EMAIL1.COM",7
"CRAIGBODZ@EMAIL1.COM",7
"CRAIGBODZ@EMAIL1.COM",4
"CRAIGBODZ@EMAIL1.COM",4
"CRAIGBODZ@EMAIL1.COM",3
"CRAIGBODZ@EMAIL1.COM",3
"CRAIGBRINK@EMAIL1.COM",2
"CRAIGCORTEZ@EMAIL1.COM",10
"CRAIGJACKSON@EMAIL1.COM",11
"CRAIGJACKSON@EMAIL1.COM",10
"CRAIGJACKSON@EMAIL1.COM",9
"CRAIGJACKSON@EMAIL1.COM",5
"CRAIGJACKSON@EMAIL1.COM",4
"CRAIGJACKSON@EMAIL1.COM",3
"CRAIGJACKSON@EMAIL1.COM",2
"CRAIGJACKSON@EMAIL1.COM",1
"CRAIGWEBB@EMAIL1.COM",6
"CRAIGWEBB@EMAIL1.COM",4
"CRAIGWEBB@EMAIL1.COM",4
"CRAIGWEBB@EMAIL1.COM",3
"CRAIGWEBB@EMAIL1.COM",3
"DANIEL.ALBA@EMAIL1.COM",12
"DANIEL.ALBA@EMAIL1.COM",11
"DANIEL.ALBA@EMAIL1.COM",10
"DANIEL.ALBA@EMAIL1.COM",9
"DANIEL.ALBA@EMAIL1.COM",8
"DANIEL.ALBA@EMAIL1.COM",4
"DANIEL.ALBA@EMAIL1.COM",3
"DANIEL.ALBA@EMAIL1.COM",1
"DANIEL.ALBA@EMAIL2.COM",1
"DANIEL.BARNFIELD",12
"DANIEL.BARNFIELD",11
"DANIEL.BARNFIELD",10
"DANIEL.BARNFIELD",10
"DANIEL.BARNFIELD",7
"DANIEL.BARNFIELD",5
"DANIEL.BARNFIELD",3
"DANIEL.BARNFIELD",3
"DANIEL.BARNFIELD@EMAIL2.COM",10
"DANIEL.BARNFIELD@EMAIL2.COM",6
"DANIEL.BARNFIELD@EMAIL2.COM",6
"DANIEL.BARNFIELD@EMAIL2.COM",3
"DANIEL.BARNFIELD@EMAIL2.COM",3
"DANIEL.BARNFIELD@EMAIL3.COM",12
"DANIEL.BARNFIELD@EMAIL3.COM",9
"DANIEL.BARNFIELD@EMAIL3.COM",9
"DANIEL.BARNFIELD@EMAIL3.COM",7
"DANIEL.BARNFIELD@EMAIL3.COM",3
"DANIEL.BODZ@EMAIL1.COM",12
"DANIEL.BODZ@EMAIL1.COM",11
"DANIEL.BODZ@EMAIL1.COM",9
"DANIEL.BODZ@EMAIL1.COM",9
"DANIEL.BODZ@EMAIL1.COM",6
"DANIEL.BODZ@EMAIL1.COM",5
"DANIEL.BODZ@EMAIL1.COM",4
"DANIEL.BODZ@EMAIL1.COM",1
"DANIEL.CORTEZ",3
"DANIEL.MILLER",10
"DANIEL.MILLER",9
"DANIEL.MILLER",9
"DANIEL.MILLER",9
"DANIEL.MILLER",6
"DANIEL.MILLER",5
"DANIEL.MILLER",3
"DANIEL.MILLER",2
"DANIEL.MILLER@EMAIL3.COM",1
"DANIEL.MONK",9
"DANIEL.MONK",9
"DANIEL.MONK",6
"DANIEL.MONK",3
"DANIEL.MONK",1
"DANIEL.PITT@EMAIL1.COM",12
"DANIEL.PITT@EMAIL1.COM",11
"DANIEL.PITT@EMAIL1.COM",10
"DANIEL.PITT@EMAIL1.COM",3
"DANIEL.PITT@EMAIL1.COM",1
"DANIEL.WEBB",11
"DANIEL.WEBB",11
"DANIEL.WEBB",8
"DANIEL.WEBB",6
"DANIEL.WEBB",3
"DSVARYTSEVYCH@EMAIL4.COM",10
"DSVARYTSEVYCH@EMAIL4.COM",6
"DSVARYTSEVYCH@EMAIL4.COM",4
"DSVARYTSEVYCH@EMAIL4.COM",3
"DSVARYTSEVYCH@EMAIL4.COM",2
"DUSTIN.ANDERSON",10
"DUSTIN.ANDERSON@EMAIL2.COM",8
"DUSTIN.ANDERSON@EMAIL2.COM",6
"DUSTIN.ANDERSON@EMAIL2.COM",5
"DUSTIN.ANDERSON@EMAIL2.COM",4
"DUSTIN.ANDERSON@EMAIL2.COM",3
"DUSTIN.ANDERSON@EMAIL2.COM",2
"DUSTIN.ANDERSON@EMAIL2.COM",2
"DUSTIN.ANDERSON@EMAIL2.COM",1
"DUSTIN.BARNFIELD@EMAIL2.COM",10
"DUSTIN.BARNFIELD@EMAIL2.COM",10
"DUSTIN.BARNFIELD@EMAIL2.COM",8
"DUSTIN.BARNFIELD@EMAIL2.COM",5
"DUSTIN.BARNFIELD@EMAIL2.COM",4
"DUSTIN.BARNFIELD@EMAIL2.COM",4
"DUSTIN.BARNFIELD@EMAIL2.COM",2
"DUSTIN.BARNFIELD@EMAIL2.COM",1
"DUSTIN.BARNFIELD@EMAIL3.COM",10
"DUSTIN.BAUER",6
"DUSTIN.BRINK",10
"DUSTIN.BRINK",7
"DUSTIN.BRINK",6
"DUSTIN.BRINK",5
"DUSTIN.BRINK",4
"DUSTIN.BRINK",3
"DUSTIN.BRINK",2
"DUSTIN.BRINK",1
"DUSTIN.DENNER@EMAIL1.COM",12
"DUSTIN.DENNER@EMAIL1.COM",11
"DUSTIN.DENNER@EMAIL1.COM",5
"DUSTIN.DENNER@EMAIL1.COM",2
"DUSTIN.DENNER@EMAIL1.COM",2
"DUSTIN.DENNER@EMAIL3.COM",2
"DUSTIN.HILLORY",12
"DUSTIN.HILLORY",12
"DUSTIN.HILLORY",9
"DUSTIN.HILLORY",5
"DUSTIN.HILLORY",2
"DUSTIN.HILLORY@EMAIL1.COM",9
"DUSTIN.HILLORY@EMAIL1.COM",6
"DUSTIN.HILLORY@EMAIL1.COM",6
"DUSTIN.HILLORY@EMAIL1.COM",4
"DUSTIN.HILLORY@EMAIL1.COM",3
"DUSTIN.HOFFMAN@EMAIL1.COM",12
"DUSTIN.HOFFMAN@EMAIL1.COM",11
"DUSTIN.HOFFMAN@EMAIL1.COM",10
"DUSTIN.HOFFMAN@EMAIL1.COM",9
"DUSTIN.HOFFMAN@EMAIL1.COM",8
"DUSTIN.HOFFMAN@EMAIL1.COM",5
"DUSTIN.HOFFMAN@EMAIL1.COM",3
"DUSTIN.HOFFMAN@EMAIL1.COM",2
"DUSTIN.HOUSE@EMAIL3.COM",9
"DUSTIN.KODJO@EMAIL1.COM",8
"DUSTIN.LARTER",12
"DUSTIN.LARTER",4
"DUSTIN.LARTER",4
"DUSTIN.LARTER",3
"DUSTIN.LARTER",2
"DUSTIN.MONK",12
"DUSTIN.MOSS",12
"DUSTIN.MOSS@EMAIL1.COM",11
"DUSTIN.POLO@EMAIL3.COM",12
"DUSTIN.POLO@EMAIL3.COM",12
"DUSTIN.POLO@EMAIL3.COM",11
"DUSTIN.POLO@EMAIL3.COM",10
"DUSTIN.POLO@EMAIL3.COM",6
"DUSTIN.TOWB",6
"DUSTIN.TOWB",5
"DUSTIN.TOWB",4
"DUSTIN.TOWB",4
"DUSTIN.TOWB",3
"DUSTIN.TOWB",2
"DUSTIN.TOWB",1
"DUSTIN.TOWB",1
"EMMA.ALBA@EMAIL2.COM",12
"EMMA.ALBA@EMAIL2.COM",12
"EMMA.ALBA@EMAIL2.COM",7
"EMMA.ALBA@EMAIL2.COM",6
"EMMA.ALBA@EMAIL2.COM",4
"EMMA.ANDERSON",8
"EMMA.ANDERSON@EMAIL2.COM",10
"EMMA.BAUER",2
"EMMA.BIRD@EMAIL1.COM",8
"EMMA.BIRD@EMAIL2.COM",8
"EMMA.BODZ@EMAIL1.COM",10
"EMMA.DENNER@EMAIL2.COM",10
"EMMA.DERN@EMAIL2.COM",4
"EMMA.HOFFMAN@EMAIL3.COM",8
"EMMA.KLOVES@EMAIL3.COM",10
"EMMA.LARTER@EMAIL1.COM",11
"EMMA.LARTER@EMAIL1.COM",11
"EMMA.LARTER@EMAIL1.COM",11
"EMMA.LARTER@EMAIL1.COM",3
"EMMA.LARTER@EMAIL1.COM",2
"EMMA.LARTER@EMAIL1.COM",2
"EMMA.LARTER@EMAIL1.COM",1
"EMMA.LARTER@EMAIL1.COM",1
"EMMA.MILLER@EMAIL1.COM",8
"EMMA.MILLER@EMAIL3.COM",7
"EMMA.MOSS",5
"EMMA.PITT@EMAIL1.COM",11
"EMMA.READY",10
"EMMA.ROBERTS",6
"EMMA.ROBERTS@EMAIL1.COM",9
"ETOWB@EMAIL4.COM",10
"ETOWB@EMAIL4.COM",10
"ETOWB@EMAIL4.COM",9
"ETOWB@EMAIL4.COM",6
"ETOWB@EMAIL4.COM",4
"GEORGE.BAUER",10
"GEORGE.BAUER",7
"GEORGE.BAUER",7
"GEORGE.BAUER",5
"GEORGE.BAUER",2
"GEORGE.BAUER@EMAIL2.COM",11
"GEORGE.BAUER@EMAIL2.COM",11
"GEORGE.BAUER@EMAIL2.COM",9
"GEORGE.BAUER@EMAIL2.COM",5
"GEORGE.BAUER@EMAIL2.COM",2
"GEORGE.BAUER@EMAIL2.COM",2
"GEORGE.BAUER@EMAIL2.COM",1
"GEORGE.BAUER@EMAIL2.COM",1
"GEORGE.BAUER@EMAIL3.COM",5
"GEORGE.BIRD",3
"GEORGE.BIRD@EMAIL3.COM",11
"GEORGE.BIRD@EMAIL3.COM",8
"GEORGE.BIRD@EMAIL3.COM",5
"GEORGE.BIRD@EMAIL3.COM",2
"GEORGE.BIRD@EMAIL3.COM",2
"GEORGE.BODZ",11
"GEORGE.BODZ@EMAIL1.COM",6
"GEORGE.BODZ@EMAIL3.COM",12
"GEORGE.BODZ@EMAIL3.COM",11
"GEORGE.BODZ@EMAIL3.COM",11
"GEORGE.BODZ@EMAIL3.COM",6
"GEORGE.BODZ@EMAIL3.COM",3
"GEORGE.BRINK",2
"GEORGE.BRINK@EMAIL2.COM",11
"GEORGE.BRINK@EMAIL3.COM",7
"GEORGE.BRINK@EMAIL3.COM",7
"GEORGE.BRINK@EMAIL3.COM",5
"GEORGE.BRINK@EMAIL3.COM",2
"GEORGE.BRINK@EMAIL3.COM",2
"GEORGE.CORTEZ",8
"GEORGE.CORTEZ@EMAIL1.COM",12
"GEORGE.CORTEZ@EMAIL1.COM",11
"GEORGE.CORTEZ@EMAIL1.COM",6
"GEORGE.CORTEZ@EMAIL1.COM",4
"GEORGE.CORTEZ@EMAIL1.COM",3
"GEORGE.CORTEZ@EMAIL2.COM",11
"GEORGE.HILLORY@EMAIL1.COM",10
"GEORGE.HILLORY@EMAIL2.COM",12
"GEORGE.HILLORY@EMAIL2.COM",9
"GEORGE.HILLORY@EMAIL2.COM",7
"GEORGE.HILLORY@EMAIL2.COM",3
"GEORGE.HILLORY@EMAIL2.COM",2
"GEORGE.HILLORY@EMAIL3.COM",4
"GEORGE.HOFFMAN",9
"GEORGE.HOFFMAN@EMAIL3.COM",5
"GEORGE.HOUSE",9
"GEORGE.HOUSE@EMAIL1.COM",12
"GEORGE.HOUSE@EMAIL1.COM",11
"GEORGE.HOUSE@EMAIL1.COM",10
"GEORGE.HOUSE@EMAIL1.COM",10
"GEORGE.HOUSE@EMAIL1.COM",8
"GEORGE.HOUSE@EMAIL1.COM",8
"GEORGE.HOUSE@EMAIL1.COM",7
"GEORGE.HOUSE@EMAIL1.COM",2
"GEORGE.HOUSE@EMAIL2.COM",9
"GEORGE.HOUSE@EMAIL3.COM",1
"GEORGE.JACKSON",3
"GEORGE.JACKSON@EMAIL2.COM",12
"GEORGE.JACKSON@EMAIL2.COM",9
"GEORGE.JACKSON@EMAIL2.COM",9
"GEORGE.JACKSON@EMAIL2.COM",5
"GEORGE.JACKSON@EMAIL2.COM",2
"GEORGE.KODJO",9
"GEORGE.KODJO",7
"GEORGE.KODJO",6
"GEORGE.KODJO",1
"GEORGE.KODJO",1
"GEORGE.LARTER",12
"GEORGE.LARTER@EMAIL1.COM",12
"GEORGE.LARTER@EMAIL1.COM",9
"GEORGE.LARTER@EMAIL1.COM",3
"GEORGE.LARTER@EMAIL1.COM",2
"GEORGE.LARTER@EMAIL1.COM",1
"GEORGE.MONK",12
"GEORGE.MONK",12
"GEORGE.MONK",11
"GEORGE.MONK",9
"GEORGE.MONK",2
"GEORGE.MONK@EMAIL1.COM",12
"GEORGE.MONK@EMAIL1.COM",10
"GEORGE.MONK@EMAIL1.COM",9
"GEORGE.MONK@EMAIL1.COM",9
"GEORGE.MONK@EMAIL1.COM",5
"GEORGE.MONK@EMAIL1.COM",4
"GEORGE.MONK@EMAIL1.COM",2
"GEORGE.MONK@EMAIL1.COM",2
"GEORGE.MONK@EMAIL2.COM",12
"GEORGE.MONK@EMAIL2.COM",12
"GEORGE.MONK@EMAIL2.COM",11
"GEORGE.MONK@EMAIL2.COM",11
"GEORGE.MONK@EMAIL2.COM",9
"GEORGE.MONK@EMAIL2.COM",8
"GEORGE.MONK@EMAIL2.COM",2
"GEORGE.MONK@EMAIL2.COM",2
"GEORGE.MOSS",9
