CUST_ID,REGISTRATION,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,BUYER_CATEGORY,LTV,DEMOGRAPHIC_CLUSTER,ONLINE_BEHAVIOR_CLUSTER,BUYING_BEHAVIOR_CLUSTER,MBA_Browse_1,MBA_Browse_2,MBA_Browse_3,Purchase_MBA_1,Purchase_MBA_2,Purchase_MBA_3,Instore_MBA_1,Instore_MBA_2,Instore_MBA_3,Line_Purchased,Line_Browsed,Line_Search,Line_PageView,Line_Affinity,$L-Line_Affinity,$LP-Line_Affinity,$LP-Big Screen TV,$LP-Computers,$LP-MP3,$LP-Receivers,$LP-Smart Phone,$LP-Speakers,$LP-Standard TV,PURCHASED_AE683260224O,PURCHASED_AE683260524O,PURCHASED_AE683260724O,PURCHASED_AE683260824O,PURCHASED_AE683666822O,PURCHASED_AE683666823O,PURCHASED_AE683666824O,PURCHASED_AE683667024O,PURCHASED_AE683668024O,PURCHASED_AE683769624O,PURCHASED_AE683769824O,PURCHASED_AE744080224O,PURCHASED_AE744080324O,PURCHASED_AE744080422O,PURCHASED_AE744080522O,PURCHASED_AE744870124O,PURCHASED_AE744870324O,PURCHASED_AE744870424O,PURCHASED_AE744870524O,PURCHASED_AE745285622O,PURCHASED_AE745285722O,PURCHASED_AE745285822O,PURCHASED_AE745285922O,PURCHASED_AE745286022O,PURCHASED_AE745486322O,PURCHASED_AE745486422O,PURCHASED_AE745486524O,PURCHASED_AE745486622O,PURCHASED_AE745486724O,PURCHASED_AE745486822O,BROWSED_AE683260224O,BROWSED_AE683260524O,BROWSED_AE683260724O,BROWSED_AE683260824O,BROWSED_AE683666822O,BROWSED_AE683666823O,BROWSED_AE683666824O,BROWSED_AE683667024O,BROWSED_AE683668024O,BROWSED_AE683769624O,BROWSED_AE683769824O,BROWSED_AE744080224O,BROWSED_AE744080324O,BROWSED_AE744080422O,BROWSED_AE744080522O,BROWSED_AE744870124O,BROWSED_AE744870324O,BROWSED_AE744870424O,BROWSED_AE744870524O,BROWSED_AE745285622O,BROWSED_AE745285722O,BROWSED_AE745285822O,BROWSED_AE745285922O,BROWSED_AE745286022O,BROWSED_AE745486322O,BROWSED_AE745486422O,BROWSED_AE745486524O,BROWSED_AE745486622O,BROWSED_AE745486724O,BROWSED_AE745486822O
"565.000000","BILLY.WEBB@EMAIL2.COM",51,"F","M","Doctor","College",55395,4,7,0.700000,0,0.000000,0,0.000000,4,0.400000,41,4.100000,3733,622.166667,0,0.000000,0,0.000000,0,0.000000,84,8.400000,10,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","MP3","Smart Phone","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Big Screen TV","Big Screen TV","Speakers","Receivers",0.238053,0.182201,0.159199,0.175877,0.238053,0.032429,0.141428,0.070814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"566.000000","BILLYBRINK@EMAIL1.COM",46,"F","S","Engineer","College",61199,1,21,0.840000,0,0.000000,4,0.160000,4,0.160000,134,5.360000,13339,784.647059,3326,195.647059,0,0.000000,3326,133.040000,291,11.640000,25,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SINGLE","PROBABLE BUYER","INSTORE LOW VALUE NON OFFER SEEKER","Standard TV","No Offer","No Offer","3177","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Big Screen TV","Receivers","Speakers","MP3","MP3",0.936430,0.019236,0.007721,0.936430,0.012445,0.005758,0.005340,0.013069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
"567.000000","BILLYHOUSE@EMAIL1.COM",34,"F","S","Private Sector","High School",29920,1,4,0.666667,0,0.000000,0,0.000000,1,0.166667,33,5.500000,1872,624.000000,0,0.000000,0,0.000000,0,0.000000,60,10.000000,6,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","MP3","Speakers","Big Screen TV","No Offer","No Offer","No Offer","Receivers","Speakers","Computers","Big Screen TV","Receivers","Big Screen TV","Standard TV","Big Screen TV","MP3",0.822914,0.051199,0.010714,0.822914,0.022516,0.030029,0.011196,0.051431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"568.000000","BILLYREADY@EMAIL1.COM",34,"F","S","Doctor","Post College",89956,1,1,0.500000,3,1.500000,3,1.500000,1,0.500000,10,5.000000,291,145.500000,2097,1048.500000,2097,1048.500000,2097,1048.500000,22,11.000000,2,"Repeat Buyer","MEDIUM VALUE","HIGH INCOME SINGLE","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","MP3","Receivers","Computers","Receivers","Computers","MP3","No Offer","No Offer","No Offer","Speakers","Standard TV","Computers","Receivers","Speakers","Speakers",0.417293,0.361097,0.017538,0.064681,0.023255,0.042640,0.417293,0.073497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569.000000","BOB.CORTEZ@EMAIL1.COM",42,"M","M","Private Sector","High School",22244,4,12,1.090909,0,0.000000,1,0.090909,3,0.272727,68,6.181818,2738,912.666667,299,99.666667,0,0.000000,299,27.181818,147,13.363636,11,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","Computers","Speakers","Big Screen TV","3183","No Offer","No Offer","MP3","Receivers","Speakers","Computers","Receivers","Computers","Standard TV","Computers","Smart Phone",0.325694,0.162820,0.046862,0.069883,0.061925,0.325694,0.022137,0.310678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"570.000000","BOB.CORTEZ@EMAIL2.COM",39,"M","S","Scientist","College",75098,1,2,1.000000,0,0.000000,0,0.000000,1,0.500000,10,5.000000,1058,529.000000,0,0.000000,0,0.000000,0,0.000000,25,12.500000,2,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Big Screen TV","MP3","Standard TV","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Computers","Computers","Speakers","Speakers",0.664431,0.020060,0.117985,0.036659,0.099952,0.024010,0.664431,0.036902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"571.000000","BOB.LARTER@EMAIL1.COM",28,"F","U","Self Employed","Post College",47905,3,3,0.500000,0,0.000000,0,0.000000,2,0.333333,17,2.833333,857,285.666667,0,0.000000,0,0.000000,0,0.000000,34,5.666667,6,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","MP3","Computers","Speakers","No Offer","No Offer","No Offer","MP3","Speakers","Computers","Receivers","Receivers","Receivers","Receivers","Receivers","Receivers",0.941701,0.005525,0.012145,0.013332,0.941701,0.002620,0.011475,0.013203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"572.000000","BOB.MONK@EMAIL3.COM",44,"M","M","Engineer","Post College",55923,4,2,0.333333,0,0.000000,0,0.000000,1,0.166667,17,2.833333,1198,1198.000000,0,0.000000,0,0.000000,0,0.000000,32,5.333333,6,"Product Viewer","HIGH VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","MP3","Receivers","Speakers","No Offer","No Offer","No Offer","MP3","Receivers","Computers","Speakers","Standard TV","Computers","Receivers","Speakers","Speakers",0.908943,0.012725,0.013665,0.005268,0.006764,0.029433,0.908943,0.023203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573.000000","BOB.PITT@EMAIL3.COM",26,"F","U","Self Employed","Post College",73943,2,1,0.200000,0,0.000000,0,0.000000,0,0.000000,9,1.800000,299,299.000000,0,0.000000,0,0.000000,0,0.000000,14,2.800000,5,"Product Viewer","HIGH VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Computers","Receivers","No Offer","No Offer","No Offer","Receivers","Computers","Smart Phone","Big Screen TV","MP3","Computers","Standard TV","Big Screen TV","Speakers",0.736927,0.015271,0.012735,0.183525,0.010410,0.009773,0.736927,0.031358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574.000000","BOB.TOWB@EMAIL3.COM",65,"M","S","Not employed","High School",47475,1,2,0.333333,1,0.166667,1,0.166667,2,0.333333,14,2.333333,628,209.333333,299,99.666667,299,99.666667,299,49.833333,30,5.000000,6,"Buyer","MEDIUM VALUE","MIDDLE INCOME SINGLE","BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Computers","Speakers","Standard TV","Computers","Speakers","MP3","Receivers","Speakers","Standard TV","Receivers","Computers","Receivers","Standard TV","Smart Phone",0.527311,0.020061,0.054040,0.018196,0.340616,0.527311,0.002351,0.037425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"575.000000","BOB.WEBB@EMAIL3.COM",29,"M","U","Engineer","College",38194,2,43,6.142857,6,0.857143,15,2.142857,16,2.285714,490,70.000000,26583,8861.000000,9306,3102.000000,4154,1384.666667,9306,1329.428571,1004,143.428571,7,"Repeat Buyer","MEDIUM VALUE","MARRIED MEN","REPEAT BUYER","ONLINE HIGH VALUE OFFER SEEKER","No Offer","No Offer","No Offer","6184","MP3","Receivers","MP3","Speakers","Computers","Speakers","MP3","MP3","MP3","Speakers","Speakers",0.704026,0.063897,0.001193,0.001498,0.219463,0.001059,0.704026,0.008863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"576.000000","BOBJACKSON@EMAIL1.COM",38,"F","M","Engineer","Post College",77627,4,10,0.909091,0,0.000000,3,0.272727,6,0.545455,56,5.090909,3830,547.142857,957,136.714286,0,0.000000,957,87.000000,116,10.545455,11,"Product Viewer","MEDIUM VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Big Screen TV","No Offer","3199","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Standard TV","Big Screen TV","Smart Phone","MP3","MP3",0.924830,0.004626,0.020878,0.924830,0.010424,0.008445,0.011335,0.019463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"577.000000","BRED.BRINK@EMAIL1.COM",96,"F","S","Engineer","Post College",152375,1,13,0.764706,3,0.176471,4,0.235294,4,0.235294,105,6.176471,7762,862.444444,1656,184.000000,1227,136.333333,1656,97.411765,213,12.529412,17,"Repeat Buyer","MEDIUM VALUE","HIGH INCOME SINGLE","REPEAT BUYER","ONLINE HIGH VALUE OFFER SEEKER","Receivers","No Offer","No Offer","3205","MP3","Big Screen TV","Receivers","Speakers","Computers","MP3","Computers","Big Screen TV","Computers","MP3","Standard TV",0.670687,0.017725,0.019675,0.256862,0.021578,0.000656,0.012817,0.670687,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
"578.000000","BRED.KODJO@EMAIL2.COM",24,"M","S","Engineer","College",40775,1,10,1.250000,3,0.375000,6,0.750000,4,0.500000,65,8.125000,5255,750.714286,3724,532.000000,1277,182.428571,3724,465.500000,143,17.875000,8,"Repeat Buyer","HIGH VALUE","MIDDLE INCOME SINGLE","REPEAT BUYER","ONLINE HIGH VALUE OFFER SEEKER","Standard TV","Receivers","No Offer","3193","Speakers","MP3","MP3","Speakers","Computers","Receivers","Smart Phone","Big Screen TV","MP3","Receivers","Receivers",0.963243,0.006792,0.008631,0.002541,0.963243,0.009752,0.003081,0.005960,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"579.000000","CHRIS.ALBA@EMAIL2.COM",43,"F","U","Engineer","College",43255,1,3,1.000000,1,0.333333,1,0.333333,0,0.000000,24,8.000000,1297,648.500000,299,149.500000,299,149.500000,299,99.666667,39,13.000000,3,"Buyer","LOW VALUE","MARRIED WOMEN","BUYER","INSTORE LOW VALUE NON OFFER SEEKER","Big Screen TV","Computers","Standard TV","Standard TV","Speakers","Receivers","No Offer","No Offer","No Offer","MP3","Speakers","Computers","Speakers","MP3","MP3",0.899109,0.015977,0.005618,0.899109,0.024435,0.010540,0.034809,0.009512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"580.000000","CHRIS.BIRD@EMAIL2.COM",26,"F","U","Nursing","College",40613,2,7,1.000000,0,0.000000,0,0.000000,3,0.428571,47,6.714286,3999,666.500000,0,0.000000,0,0.000000,0,0.000000,84,12.000000,7,"Product Viewer","MEDIUM VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","Receivers","Big Screen TV","Smart Phone","No Offer","No Offer","No Offer","Receivers","Speakers","Smart Phone","MP3","Computers","MP3","Speakers","MP3","MP3",0.766225,0.043276,0.157253,0.766225,0.005590,0.007622,0.017117,0.002916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"581.000000","CHRIS.BODZ@EMAIL1.COM",32,"M","U","Financial analyst","College",56143,2,14,1.272727,0,0.000000,3,0.272727,3,0.272727,67,6.090909,8696,1087.000000,2347,293.375000,0,0.000000,2347,213.363636,140,12.727273,11,"Product Viewer","HIGH VALUE","MARRIED MEN","PROBABLE BUYER","INSTORE HIGH VALUE NON OFFER SEEKER","Computers","No Offer","No Offer","3196","No Offer","No Offer","Receivers","Speakers","Smart Phone","Computers","Speakers","Computers","Big Screen TV","Computers","MP3",0.751022,0.107113,0.090460,0.751022,0.023932,0.007330,0.007818,0.012325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"582.000000","CHRIS.MONK@EMAIL1.COM",42,"M","S","Financial analyst","College",72188,1,16,0.592593,0,0.000000,0,0.000000,7,0.259259,143,5.296296,7434,571.846154,0,0.000000,0,0.000000,0,0.000000,309,11.444444,27,"Product Viewer","HIGH VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Smart Phone","No Offer","No Offer","No Offer","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Standard TV","Receivers","Computers","MP3","MP3",0.793094,0.060037,0.005824,0.793094,0.022464,0.015247,0.015140,0.088193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0
"583.000000","CHRIS.MONK@EMAIL2.COM",38,"F","M","Doctor","College",76969,4,5,0.555556,0,0.000000,1,0.111111,2,0.222222,46,5.111111,2185,546.250000,179,44.750000,0,0.000000,179,19.888889,95,10.555556,9,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","MP3","Speakers","Big Screen TV","3211","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Big Screen TV","Receivers","Receivers","Receivers",0.367940,0.088209,0.145193,0.085212,0.367940,0.065326,0.053714,0.194405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"584.000000","CHRIS.MOSS@EMAIL1.COM",26,"M","S","Accountant","College",21905,1,9,0.900000,0,0.000000,2,0.200000,2,0.200000,64,6.400000,4611,658.714286,828,118.285714,0,0.000000,828,82.800000,141,14.100000,10,"Product Viewer","HIGH VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","MP3","No Offer","No Offer","3191","No Offer","No Offer","MP3","Speakers","Receivers","Standard TV","Smart Phone","Speakers","Receivers","Standard TV","Smart Phone",0.779402,0.009642,0.131194,0.003330,0.024163,0.779402,0.006185,0.046084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"585.000000","CHRIS.PITT@EMAIL1.COM",67,"F","M","Scientist","Post College",110834,2,10,1.428571,0,0.000000,6,0.857143,0,0.000000,72,10.285714,3715,928.750000,2104,526.000000,0,0.000000,2104,300.571429,160,22.857143,7,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PROBABLE BUYER","INSTORE LOW VALUE NON OFFER SEEKER","Speakers","Computers","No Offer","3213","No Offer","No Offer","MP3","Receivers","Speakers","Standard TV","Smart Phone","Computers","Big Screen TV","Standard TV","Standard TV",0.585621,0.043594,0.108596,0.055348,0.112436,0.072195,0.022210,0.585621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
"586.000000","CHRIS.PITT@EMAIL2.COM",30,"F","S","Private Sector","High School",28781,1,22,1.000000,0,0.000000,6,0.272727,7,0.318182,139,6.318182,15398,1026.533333,5194,346.266667,0,0.000000,5194,236.090909,298,13.545455,22,"Product Viewer","LOW VALUE","MIDDLE INCOME SCHOOL EDUCATED","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","3196","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","MP3","Speakers","Standard TV","Computers",0.237801,0.208398,0.237801,0.071935,0.122950,0.022045,0.113774,0.223099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
"587.000000","CHRIS.TOWB@EMAIL1.COM",38,"M","U","Financial analyst","College",71801,3,9,1.500000,0,0.000000,2,0.333333,1,0.166667,45,7.500000,5211,1042.200000,1128,225.600000,0,0.000000,1128,188.000000,92,15.333333,6,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Receivers","No Offer","3205","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Smart Phone","Smart Phone","Computers","Smart Phone","Computers",0.275735,0.132229,0.275735,0.158374,0.127675,0.131023,0.130162,0.044803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"588.000000","CHRIS.TOWB@EMAIL2.COM",38,"M","U","Scientist","College",51830,3,8,0.888889,0,0.000000,4,0.444444,2,0.222222,53,5.888889,6587,1097.833333,2491,415.166667,0,0.000000,2491,276.777778,121,13.444444,9,"Product Viewer","HIGH VALUE","MARRIED MEN","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","MP3","Standard TV","Receivers","3205","No Offer","No Offer","MP3","Receivers","Computers","Standard TV","Computers","Computers","Big Screen TV","Standard TV","Speakers",0.905362,0.043323,0.010423,0.004378,0.007959,0.003704,0.905362,0.024851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"589.000000","CHRIS.WEBB@EMAIL1.COM",41,"M","S","Self Employed","College",63186,1,9,1.285714,0,0.000000,0,0.000000,4,0.571429,31,4.428571,4967,709.571429,0,0.000000,0,0.000000,0,0.000000,58,8.285714,7,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","MP3","Big Screen TV","Smart Phone","No Offer","No Offer","No Offer","MP3","Speakers","Computers","Standard TV","Standard TV","Computers","Standard TV","Standard TV","Receivers",0.879315,0.025093,0.019639,0.009079,0.879315,0.010993,0.023474,0.032406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"590.000000","CHRISBAUER@EMAIL1.COM",30,"M","U","Nursing","Post College",85003,2,20,1.538462,0,0.000000,2,0.153846,3,0.230769,94,7.230769,8495,772.272727,798,72.545455,0,0.000000,798,61.384615,213,16.384615,13,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","3182","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Computers","Computers","Speakers","Speakers",0.263324,0.065741,0.091578,0.139702,0.165936,0.086766,0.263324,0.186954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1
"591.000000","CHRISBRINK@EMAIL1.COM",27,"M","U","Private Sector","High School",25255,2,7,0.875000,0,0.000000,0,0.000000,3,0.375000,45,5.625000,3393,848.250000,0,0.000000,0,0.000000,0,0.000000,96,12.000000,8,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","Standard TV","Big Screen TV","Smart Phone","No Offer","No Offer","No Offer","MP3","Receivers","Computers","Speakers","Speakers","MP3","Receivers","Speakers","Speakers",0.962251,0.005162,0.003510,0.008988,0.008546,0.003593,0.962251,0.007950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"592.000000","CHRISHOUSE@EMAIL1.COM",34,"F","M","Nursing","College",32147,4,18,0.720000,0,0.000000,1,0.040000,0,0.000000,121,4.840000,13342,1111.833333,779,64.916667,0,0.000000,779,31.160000,242,9.680000,25,"Product Viewer","MEDIUM VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","MP3","No Offer","No Offer","3177","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Computers","Computers","Computers","MP3","MP3",0.947722,0.018321,0.002719,0.947722,0.011043,0.010002,0.005397,0.004796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
"593.000000","CHRISREADY@EMAIL1.COM",48,"F","M","Engineer","College",76356,5,3,0.600000,0,0.000000,2,0.400000,0,0.000000,26,5.200000,1327,663.500000,1028,514.000000,0,0.000000,1028,205.600000,56,11.200000,5,"Product Viewer","MEDIUM VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","Receivers","Speakers","Big Screen TV","3180","No Offer","No Offer","MP3","Speakers","Computers","Receivers","Standard TV","Computers","Receivers","Receivers","Receivers",0.864641,0.047038,0.007493,0.035263,0.864641,0.006139,0.016067,0.023358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
